devEUI,rssi,loraSNR,frequency,dr,fCnt,fPort,data,datetime,location
0004a30b001febcf,-112,-11,868300000,1,47,1,LOC17,2019-04-23 19:58:03.767449,rjskol

0004a30b001febcf,-110,-9,868300000,1,48,1,LOC18,2019-04-23 19:58:10.184419,rjskol

0004a30b001febcf,-113,-2.8,868100000,1,49,1,LOC19,2019-04-23 19:58:16.808237,rjskol

0004a30b001febcf,-111,-14.5,868500000,1,50,1,LOC20,2019-04-23 19:58:28.335402,rjskol

0004a30b001febcf,-114,-10.8,868300000,1,51,1,LOC21,2019-04-23 19:58:39.661806,rjskol

0004a30b001febcf,-114,-2.5,868100000,1,52,1,LOC22,2019-04-23 19:58:46.229025,rjskol

0004a30b001febcf,-106,-10.3,868500000,1,53,1,LOC23,2019-04-23 19:58:52.791482,rjskol

0004a30b001febcf,-115,-6.3,868100000,1,54,1,LOC24,2019-04-23 19:58:59.206017,rjskol

0004a30b001febcf,-111,-11.3,868500000,1,55,1,LOC25,2019-04-23 19:59:05.744214,rjskol

0004a30b001febcf,-117,-4.3,868300000,1,56,1,LOC26,2019-04-23 19:59:12.303460,rjskol

0004a30b001febcf,-114,-7.3,868100000,1,57,1,LOC27,2019-04-23 19:59:18.868347,rjskol

0004a30b001febcf,-113,-10.8,868500000,1,58,1,LOC28,2019-04-23 19:59:25.284192,rjskol

0004a30b001febcf,-114,-8,868100000,1,59,1,LOC29,2019-04-23 19:59:31.853254,rjskol

0004a30b001febcf,-114,-8.8,868500000,1,60,1,LOC30,2019-04-23 19:59:38.426435,rjskol

0004a30b001febcf,-109,-7.8,868300000,2,61,1,LOC1,2019-04-23 19:59:44.542861,rjskol

0004a30b001febcf,-114,-9.8,868500000,2,62,1,LOC2,2019-04-23 19:59:50.353129,rjskol

0004a30b001febcf,-114,-5,868100000,2,63,1,LOC3,2019-04-23 19:59:56.190971,rjskol

0004a30b001febcf,-112,-8.8,868300000,2,64,1,LOC4,2019-04-23 20:00:01.962458,rjskol

0004a30b001febcf,-115,-7,868100000,2,65,1,LOC5,2019-04-23 20:00:07.781925,rjskol

0004a30b001febcf,-115,-8.8,868100000,2,66,1,LOC6,2019-04-23 20:00:13.641949,rjskol

0004a30b001febcf,-108,-11,868300000,2,67,1,LOC7,2019-04-23 20:00:19.412083,rjskol

0004a30b001febcf,-115,-11.8,868100000,2,68,1,LOC8,2019-04-23 20:00:25.217606,rjskol

0004a30b001febcf,-112,-7.8,868300000,2,69,1,LOC9,2019-04-23 20:00:31.055498,rjskol

0004a30b001febcf,-107,-8.5,868300000,2,70,1,LOC10,2019-04-23 20:00:36.889470,rjskol

0004a30b001febcf,-115,-6,868100000,2,71,1,LOC11,2019-04-23 20:00:42.744687,rjskol

0004a30b001febcf,-115,-4.3,868100000,2,72,1,LOC12,2019-04-23 20:00:48.606315,rjskol

0004a30b001febcf,-114,-13.3,868500000,2,73,1,LOC13,2019-04-23 20:00:54.465131,rjskol

0004a30b001febcf,-115,-8.8,868100000,2,74,1,LOC14,2019-04-23 20:01:00.239409,rjskol

0004a30b001febcf,-113,-11,868300000,2,75,1,LOC15,2019-04-23 20:01:06.086300,rjskol

0004a30b001febcf,-113,-8.3,868500000,2,76,1,LOC16,2019-04-23 20:01:12.006055,rjskol

0004a30b001febcf,-109,-7,868300000,2,77,1,LOC17,2019-04-23 20:01:17.778122,rjskol

0004a30b001febcf,-112,-8.5,868300000,2,78,1,LOC18,2019-04-23 20:01:23.640498,rjskol

0004a30b001febcf,-108,-8.8,868300000,2,79,1,LOC19,2019-04-23 20:01:29.519650,rjskol

0004a30b001febcf,-111,-5,868300000,2,80,1,LOC20,2019-04-23 20:01:35.293687,rjskol

0004a30b001febcf,-113,-1,868100000,2,81,1,LOC21,2019-04-23 20:01:41.165751,rjskol

0004a30b001febcf,-115,-4.8,868100000,5,0,1,LOC22,2019-04-23 20:02:01.603762,rjskol

0004a30b001febcf,-113,-6.8,868500000,2,1,1,LOC23,2019-04-23 20:02:07.156506,rjskol

0004a30b001febcf,-113,-3.5,868100000,2,2,1,LOC24,2019-04-23 20:02:16.010351,rjskol

0004a30b001febcf,-114,-7.5,868300000,2,3,1,LOC25,2019-04-23 20:02:21.921838,rjskol

0004a30b001febcf,-113,-7,868500000,3,4,1,LOC1,2019-04-23 20:03:42.598153,rjskol

0004a30b001febcf,-115,-5.3,868100000,3,5,1,LOC3,2019-04-23 20:04:08.315905,rjskol

0004a30b001febcf,-107,-8.5,868300000,3,6,1,LOC4,2019-04-23 20:04:13.838447,rjskol

0004a30b001febcf,-112,-10,868500000,3,7,1,LOC6,2019-04-23 20:04:38.616371,rjskol

0004a30b001febcf,-114,-5.8,868100000,3,8,1,LOC8,2019-04-23 20:04:59.286552,rjskol

0004a30b001febcf,-115,-10.5,868100000,3,9,1,LOC9,2019-04-23 20:05:50.639470,rjskol

0004a30b001febcf,-112,0,868100000,4,0,1,LOC10,2019-04-23 20:06:03.875926,rjskol

0004a30b001febcf,-111,-3.5,868500000,3,1,1,LOC11,2019-04-23 20:06:13.340825,rjskol

0004a30b001febcf,-111,-3.5,868300000,3,2,1,LOC12,2019-04-23 20:06:18.900130,rjskol

0004a30b001febcf,-114,-2,868100000,3,3,1,LOC13,2019-04-23 20:06:32.463472,rjskol

0004a30b001febcf,-115,-8.8,868100000,2,4,1,LOC16,2019-04-23 20:07:29.425520,rjskol

0004a30b001febcf,-113,-6.8,868500000,3,0,1,LOC21,2019-04-23 20:09:03.231071,rjskol

0004a30b001febcf,-107,-5.8,868300000,3,1,1,LOC22,2019-04-23 20:09:08.739148,rjskol

0004a30b001febcf,-111,-1.3,868100000,3,2,1,LOC23,2019-04-23 20:09:14.219697,rjskol

0004a30b001febcf,-112,-8.3,868500000,3,3,1,LOC27,2019-04-23 20:10:02.327872,rjskol

0004a30b001febcf,-113,-3.8,868100000,3,4,1,LOC28,2019-04-23 20:10:07.851424,rjskol

0004a30b001febcf,-114,-7.8,868300000,3,5,1,LOC29,2019-04-23 20:10:13.374425,rjskol

0004a30b001febcf,-112,-6.5,868500000,4,6,1,LOC3,2019-04-23 20:11:01.471716,rjskol

0004a30b001febcf,-114,-3.8,868100000,4,7,1,LOC4,2019-04-23 20:11:06.718192,rjskol

0004a30b001febcf,-108,-4.8,868300000,4,8,1,LOC5,2019-04-23 20:11:12.083193,rjskol

0004a30b001febcf,-114,-6.3,868100000,4,9,1,LOC7,2019-04-23 20:11:35.951866,rjskol

0004a30b001febcf,-111,-9.3,868300000,4,10,1,LOC8,2019-04-23 20:11:41.312881,rjskol

0004a30b001febcf,-112,-4,868500000,4,11,1,LOC10,2019-04-23 20:12:00.885412,rjskol

0004a30b001febcf,-114,-8.3,868100000,4,12,1,LOC11,2019-04-23 20:12:06.241152,rjskol

0004a30b001febcf,-115,-5.5,868100000,3,13,1,LOC12,2019-04-23 20:12:40.626144,rjskol

0004a30b001febcf,-114,-5.5,868500000,4,0,1,LOC12,2019-04-23 20:12:54.543196,rjskol

0004a30b001febcf,-114,-2.8,868100000,4,1,1,LOC13,2019-04-23 20:13:08.260966,rjskol

0004a30b001febcf,-113,-7,868500000,4,2,1,LOC14,2019-04-23 20:13:22.684792,rjskol

0004a30b001febcf,-111,-8.5,868300000,4,3,1,LOC15,2019-04-23 20:13:33.062584,rjskol

0004a30b001febcf,-115,-5.5,868100000,4,4,1,LOC16,2019-04-23 20:13:38.426132,rjskol

0004a30b001febcf,-113,-5.8,868100000,4,5,1,LOC18,2019-04-23 20:14:02.300895,rjskol

0004a30b001febcf,-113,-7.8,868300000,4,6,1,LOC19,2019-04-23 20:14:07.651673,rjskol

0004a30b001febcf,-111,-7,868300000,3,7,1,LOC21,2019-04-23 20:14:39.980585,rjskol

0004a30b001febcf,-106,-8.5,868500000,4,8,1,LOC22,2019-04-23 20:14:54.496550,rjskol

0004a30b001febcf,-113,-6,868100000,4,9,1,LOC23,2019-04-23 20:15:02.867843,rjskol

0004a30b001febcf,-113,-7.8,868300000,4,10,1,LOC25,2019-04-23 20:15:32.783146,rjskol

0004a30b001febcf,-113,-4.8,868100000,4,11,1,LOC26,2019-04-23 20:15:38.112722,rjskol

0004a30b001febcf,-108,-7.8,868500000,4,12,1,LOC28,2019-04-23 20:15:57.679633,rjskol

0004a30b001febcf,-113,-4.5,868100000,4,0,1,LOC29,2019-04-23 20:16:17.294763,rjskol

0004a30b001febcf,-113,-3.5,868500000,4,1,1,LOC30,2019-04-23 20:16:25.685331,rjskol

0004a30b001febcf,-114,-3,868100000,5,2,1,LOC1,2019-04-23 20:16:43.240466,rjskol

0004a30b001febcf,-114,-5,868100000,5,3,1,LOC2,2019-04-23 20:16:59.449477,rjskol

0004a30b001febcf,-111,-6.8,868300000,5,4,1,LOC3,2019-04-23 20:17:04.733212,rjskol

0004a30b001febcf,-112,-6.5,868500000,5,0,1,LOC4,2019-04-23 20:17:30.491805,rjskol

0004a30b001febcf,-113,-3.3,868100000,5,1,1,LOC5,2019-04-23 20:17:35.760873,rjskol

0004a30b001febcf,-115,-7.8,868100000,5,2,1,LOC6,2019-04-23 20:17:51.567372,rjskol

0004a30b001febcf,-115,-8.3,868100000,4,3,1,LOC7,2019-04-23 20:18:20.088922,rjskol

0004a30b001febcf,-111,-2.5,868300000,5,0,1,LOC8,2019-04-23 20:18:31.025953,rjskol

0004a30b001febcf,-113,-1.8,868500000,5,0,1,LOC8,2019-04-23 20:18:35.341268,rjskol

0004a30b001febcf,-113,-2,868100000,5,1,1,LOC9,2019-04-23 20:18:40.572062,rjskol

0004a30b001febcf,-108,-4.8,868300000,5,2,1,LOC10,2019-04-23 20:18:47.889765,rjskol

0004a30b001febcf,-111,-5,868300000,5,3,1,LOC11,2019-04-23 20:19:06.019084,rjskol

0004a30b001febcf,-113,-3.3,868100000,5,4,1,LOC12,2019-04-23 20:19:15.586120,rjskol

0004a30b001febcf,-114,-6.8,868100000,4,5,1,LOC13,2019-04-23 20:19:31.458013,rjskol

0004a30b001febcf,-113,-5.8,868500000,4,0,1,LOC14,2019-04-23 20:19:57.380572,rjskol

0004a30b001febcf,-114,-7.8,868100000,5,1,1,LOC15,2019-04-23 20:20:09.936935,rjskol

0004a30b001febcf,-114,-2,868100000,5,2,1,LOC16,2019-04-23 20:20:25.564264,rjskol

0004a30b001febcf,-111,-7.8,868300000,5,3,1,LOC17,2019-04-23 20:20:37.143116,rjskol

0004a30b001febcf,-113,-4.5,868100000,5,4,1,LOC18,2019-04-23 20:20:42.377854,rjskol

0004a30b001febcf,-114,-5,868100000,5,5,1,LOC19,2019-04-23 20:20:53.937330,rjskol

0004a30b001febcf,-111,-6.3,868500000,5,0,1,LOC20,2019-04-23 20:21:13.403886,rjskol

0004a30b001febcf,-115,-4.8,868100000,4,1,1,LOC21,2019-04-23 20:21:35.571734,rjskol

0004a30b001febcf,-113,-4.3,868100000,4,2,1,LOC22,2019-04-23 20:22:00.539242,rjskol

0004a30b001febcf,-113,-7.5,868500000,5,3,1,LOC23,2019-04-23 20:22:05.848267,rjskol

0004a30b001febcf,-114,-7.8,868100000,5,0,1,LOC24,2019-04-23 20:22:31.368483,rjskol

0004a30b001febcf,-114,-7,868100000,5,1,1,LOC25,2019-04-23 20:22:49.207070,rjskol

0004a30b001febcf,-114,-6,868100000,4,2,1,LOC26,2019-04-23 20:23:11.373322,rjskol

0004a30b001febcf,-113,-3.8,868100000,5,0,1,LOC27,2019-04-23 20:23:31.931848,rjskol

0004a30b001febcf,-114,-4,868100000,5,1,1,LOC28,2019-04-23 20:23:47.449626,rjskol

0004a30b001febcf,-113,-6.3,868100000,4,2,1,LOC29,2019-04-23 20:24:03.378527,rjskol

0004a30b001febcf,-114,-5,868100000,5,0,1,LOC30,2019-04-23 20:24:37.560456,rjskol


0004a30b001febcf,-115,-19.5,868100000,0,1,1,LOC1,2019-04-23 20:38:14.094521,3strbuildpolice

0004a30b001febcf,-113,-14.5,868300000,0,0,1,ping,2019-04-23 20:49:33.767521,timhme

0004a30b001febcf,-115,-10.8,868100000,0,1,1,LOC1,2019-04-23 20:49:40.397448,timhme

0004a30b001febcf,-113,-15.5,868100000,0,0,1,LOC3,2019-04-23 20:50:46.021884,timhme

0004a30b001febcf,-114,-17.8,868500000,0,0,1,LOC3,2019-04-23 20:50:51.553048,timhme

0004a30b001febcf,-113,-15,868500000,0,0,1,ping,2019-04-23 20:51:01.233010,timhme

0004a30b001febcf,-113,-17.3,868100000,0,1,1,LOC1,2019-04-23 20:51:13.436761,timhme

0004a30b001febcf,-115,-17.3,868100000,0,1,1,LOC1,2019-04-23 20:51:30.100375,timhme

0004a30b001febcf,-114,-11.5,868100000,0,2,1,LOC2,2019-04-23 20:51:56.613552,timhme

0004a30b001febcf,-115,-13.8,868300000,0,2,1,LOC2,2019-04-23 20:52:02.187921,timhme

0004a30b001febcf,-115,-18.3,868100000,0,1,1,LOC1,2019-04-23 20:52:26.852928,timhme

0004a30b001febcf,-113,-17,868100000,0,1,1,LOC1,2019-04-23 20:52:50.273274,timhme

0004a30b001febcf,-113,-14,868500000,0,2,1,LOC2,2019-04-23 20:54:06.798493,timhme

0004a30b001febcf,-114,-16.3,868100000,0,3,1,LOC3,2019-04-23 20:54:11.153347,timhme

0004a30b001febcf,-114,-13.8,868500000,0,3,1,LOC3,2019-04-23 20:54:16.719881,timhme

0004a30b001febcf,-117,-14.3,868300000,0,4,1,LOC4,2019-04-23 20:54:24.383269,timhme

0004a30b001febcf,-109,-12.3,868500000,0,4,1,LOC4,2019-04-23 20:54:29.891656,timhme

0004a30b001febcf,-114,-13,868300000,0,4,1,LOC4,2019-04-23 20:54:35.465845,timhme

0004a30b001febcf,-114,-15.3,868300000,0,4,1,LOC4,2019-04-23 20:54:46.578705,timhme

0004a30b001febcf,-114,-10.3,868100000,0,0,1,LOC6,2019-04-23 20:55:57.906759,timhme

0004a30b001febcf,-103,-14.5,868300000,0,0,1,LOC6,2019-04-23 20:56:03.491173,timhme

0004a30b001febcf,-114,-15.5,868300000,0,0,1,LOC8,2019-04-23 20:57:03.209088,timhme

0004a30b001febcf,-114,-16.5,868300000,0,0,1,LOC10,2019-04-23 20:57:57.387736,timhme

0004a30b001febcf,-114,-17,868300000,0,0,1,LOC12,2019-04-23 20:58:51.602324,timhme

0004a30b001febcf,-115,-10.8,868100000,0,0,1,LOC12,2019-04-23 20:58:57.122067,timhme

0004a30b001febcf,-115,-18,868500000,0,0,1,LOC12,2019-04-23 20:59:02.707696,timhme

0004a30b001febcf,-114,-14.5,868100000,0,0,1,LOC14,2019-04-23 20:59:51.367598,timhme

0004a30b001febcf,-114,-13.5,868500000,0,0,1,LOC16,2019-04-23 21:00:56.635209,timhme

0004a30b001febcf,-114,-16.5,868300000,0,0,1,LOC16,2019-04-23 21:01:02.202710,timhme

0004a30b001febcf,-115,-13.5,868100000,0,0,1,LOC18,2019-04-23 21:01:50.813775,timhme

0004a30b001febcf,-113,-16.5,868300000,0,0,1,LOC18,2019-04-23 21:01:56.371310,timhme

0004a30b001febcf,-114,-18.3,868500000,0,0,1,LOC20,2019-04-23 21:02:50.582222,timhme

0004a30b001febcf,-114,-15.8,868300000,0,0,1,LOC20,2019-04-23 21:02:56.111476,timhme

0004a30b001febcf,-115,-12.5,868100000,0,0,1,LOC20,2019-04-23 21:03:01.687725,timhme

0004a30b001febcf,-114,-12.8,868100000,0,0,1,LOC22,2019-04-23 21:04:01.403091,timhme

0004a30b001febcf,-115,-12.5,868100000,0,1,1,LOC20,2019-04-23 21:10:42.191435,timhme

0004a30b001febcf,-115,-11.8,868100000,0,0,1,LOC22,2019-04-23 21:11:41.893771,timhme

0004a30b001febcf,-114,-12.3,868100000,1,0,1,LOC24,2019-04-23 21:12:36.068193,timhme

0004a30b001febcf,-112,-18.3,868300000,0,0,1,LOC24,2019-04-23 21:12:41.634816,timhme

0004a30b001febcf,-115,-11.8,868100000,1,0,1,LOC26,2019-04-23 21:13:30.932488,timhme

0004a30b001febcf,-114,-16.3,868300000,1,0,1,LOC26,2019-04-23 21:13:35.817851,timhme

0004a30b001febcf,-114,-11.3,868100000,1,0,1,LOC28,2019-04-23 21:14:30.644609,timhme

0004a30b001febcf,-117,-11.3,868100000,1,0,1,LOC30,2019-04-23 21:15:35.268965,timhme

0004a30b001febcf,-114,-18.3,868500000,0,0,1,LOC30,2019-04-23 21:15:40.823639,timhme

0004a30b001febcf,-114,-11.8,868100000,2,0,1,LOC2,2019-04-23 21:16:29.792518,timhme

0004a30b001febcf,-115,-13.5,868100000,2,0,1,LOC4,2019-04-23 21:17:34.063482,timhme

0004a30b001febcf,-115,-12.3,868100000,2,0,1,LOC6,2019-04-23 21:18:29.225595,timhme

0004a30b001febcf,-115,-13.8,868100000,2,0,1,LOC8,2019-04-23 21:19:28.946869,timhme

0004a30b001febcf,-115,-12.5,868100000,2,0,1,LOC10,2019-04-23 21:20:33.218189,timhme

0004a30b001febcf,-112,-14,868100000,2,0,1,LOC12,2019-04-23 21:21:33.000664,timhme

0004a30b001febcf,-114,-13.5,868100000,2,0,1,LOC14,2019-04-23 21:22:28.162526,timhme

0004a30b001febcf,-112,-16.5,868300000,1,0,1,LOC14,2019-04-23 21:22:37.626849,timhme

0004a30b001febcf,-114,-12.3,868100000,2,0,1,LOC16,2019-04-23 21:23:27.897462,timhme

0004a30b001febcf,-115,-11.3,868100000,1,0,1,LOC18,2019-04-23 21:24:37.062264,timhme

0004a30b001febcf,-115,-12.3,868100000,2,0,1,LOC20,2019-04-23 21:25:31.932978,timhme

0004a30b001febcf,-114,-12,868100000,1,0,1,LOC22,2019-04-23 21:26:36.552353,timhme

0004a30b001febcf,-115,-11.3,868100000,1,0,1,LOC24,2019-04-23 21:27:36.312948,timhme

0004a30b001febcf,-115,-11.8,868100000,1,0,1,LOC26,2019-04-23 21:28:36.024057,timhme

0004a30b001febcf,-115,-13,868100000,2,0,1,LOC28,2019-04-23 21:29:30.855436,timhme

0004a30b001febcf,-115,-11.5,868100000,2,0,1,LOC30,2019-04-23 21:30:30.589990,timhme

0004a30b001febcf,-113,-16,868300000,1,0,1,LOC30,2019-04-23 21:30:35.513441,timhme

0004a30b001febcf,-114,-12.5,868100000,3,0,1,LOC2,2019-04-23 21:31:29.987508,timhme

0004a30b001febcf,-115,-12,868100000,3,0,1,LOC2,2019-04-23 21:32:16.960568,timhme

0004a30b001febcf,-114,-12.8,868100000,3,0,1,LOC4,2019-04-23 21:32:25.320236,timhme

0004a30b001febcf,-114,-12.5,868100000,3,0,1,LOC4,2019-04-23 21:33:16.684447,timhme

0004a30b001febcf,-115,-12.5,868100000,3,0,1,LOC6,2019-04-23 21:33:25.051942,timhme

0004a30b001febcf,-117,-12.8,868100000,3,0,1,LOC6,2019-04-23 21:34:16.423759,timhme

0004a30b001febcf,-114,-12.3,868100000,2,0,1,LOC8,2019-04-23 21:34:33.735346,timhme

0004a30b001febcf,-114,-12.3,868100000,3,0,1,LOC10,2019-04-23 21:35:24.511597,timhme

0004a30b001febcf,-114,-12.3,868100000,3,0,1,LOC12,2019-04-23 21:36:24.280345,timhme

0004a30b001febcf,-114,-12.8,868100000,3,0,1,LOC16,2019-04-23 21:38:23.754491,timhme

0004a30b001febcf,-114,-12.8,868100000,3,0,1,LOC18,2019-04-23 21:39:23.482740,timhme

0004a30b001febcf,-114,-13,868100000,2,0,1,LOC20,2019-04-23 21:40:32.202383,timhme

0004a30b001febcf,-115,-12,868100000,3,0,1,LOC22,2019-04-23 21:41:27.380482,timhme

0004a30b001febcf,-115,-11.5,868100000,2,0,1,LOC24,2019-04-23 21:42:31.698812,timhme

0004a30b001febcf,-115,-11,868100000,3,0,1,LOC2,2019-04-23 21:46:30.297998,timhme

0004a30b001febcf,-115,-12,868100000,3,0,1,LOC4,2019-04-23 21:47:50.409345,timhme

0004a30b001febcf,-115,-12,868100000,2,0,1,LOC6,2019-04-23 21:48:54.671247,timhme

0004a30b001febcf,-114,-13,868100000,3,0,1,LOC10,2019-04-23 21:50:49.589610,timhme

0004a30b001febcf,-115,-12.8,868100000,3,0,1,LOC12,2019-04-23 21:51:28.901516,timhme

0004a30b001febcf,-115,-12.5,868100000,3,0,1,LOC16,2019-04-23 21:53:48.853665,timhme

0004a30b001febcf,-115,-13.3,868100000,3,0,1,LOC18,2019-04-23 21:54:28.144650,timhme

0004a30b001febcf,-115,-13.5,868100000,3,0,1,LOC20,2019-04-23 21:55:48.288145,timhme

0004a30b001febcf,-115,-13.3,868100000,3,0,1,LOC22,2019-04-23 21:56:48.008216,timhme

0004a30b001febcf,-114,-12.5,868100000,2,0,1,LOC24,2019-04-23 21:57:52.341780,timhme

0004a30b001febcf,-115,-12.3,868100000,2,0,1,LOC26,2019-04-23 21:58:52.062587,timhme

0004a30b001febcf,-115,-13.5,868100000,3,0,1,LOC28,2019-04-23 21:59:47.241894,timhme

0004a30b001febcf,-113,-13.5,868100000,3,0,1,LOC30,2019-04-23 22:00:46.990435,timhme

0004a30b001febcf,-115,-13,868100000,3,0,1,LOC4,2019-04-23 22:02:38.571933,timhme

0004a30b001febcf,-115,-13.3,868100000,3,0,1,LOC12,2019-04-23 22:06:49.951947,timhme

0004a30b001febcf,-114,-11.8,868100000,3,0,1,LOC14,2019-04-23 22:07:37.246438,timhme

0004a30b001febcf,-114,-12.3,868100000,3,0,1,LOC16,2019-04-23 22:08:49.405470,timhme

0004a30b001febcf,-114,-12.3,868100000,3,0,1,LOC18,2019-04-23 22:09:49.130849,timhme

0004a30b001febcf,-117,-14,868100000,3,0,1,LOC22,2019-04-23 22:11:36.162930,timhme

0004a30b001febcf,-115,-12.5,868100000,3,0,1,LOC24,2019-04-23 22:12:35.925005,timhme

0004a30b001febcf,-113,-12,868100000,3,0,1,LOC26,2019-04-23 22:13:35.645091,timhme

