0004a30b0020096f,-120,-2.8,868500000,4,7,1,"11066033,77000440,2100500",2019-03-09 07:41:14.372965,11.066033,77.00044
0004a30b0020096f,-118,-2.5,868300000,5,8,1,"11066033,77000438,2105200",2019-03-09 07:41:26.452261,11.066033,77.000438
0004a30b0020096f,-115,-1.3,868100000,5,9,1,"11066047,77000428,2113900",2019-03-09 07:41:40.312901,11.066047,77.000428
0004a30b0020096f,-118,-2.3,868300000,5,10,1,"11066047,77000428,2113900",2019-03-09 07:41:52.781653,11.066047,77.000428
0004a30b0020096f,-118,-5.3,868100000,5,11,1,"11066047,77000428,2113900",2019-03-09 07:41:56.899016,11.066047,77.000428
0004a30b0020096f,-119,-4.5,868300000,5,12,1,"11066047,77000428,2113900",2019-03-09 07:42:15.329371,11.066047,77.000428
0004a30b0020096f,-117,-7.3,868100000,5,12,1,"11066047,77000428,2113900",2019-03-09 07:42:23.654838,11.066047,77.000428
0004a30b0020096f,-118,2,868500000,5,13,1,"11066045,77000427,2122600",2019-03-09 07:42:27.330309,11.066045,77.000427
0004a30b0020096f,-106,7,868300000,5,14,1,"11066045,77000427,2122600",2019-03-09 07:42:43.895930,11.066045,77.000427
0004a30b0020096f,-115,0.8,868100000,5,15,1,"11066045,77000427,2122600",2019-03-09 07:42:47.985258,11.066045,77.000427
0004a30b0020096f,-118,0.3,868500000,5,16,1,"11066045,77000427,2122600",2019-03-09 07:42:52.141927,11.066045,77.000427
0004a30b0020096f,-114,-1.3,868100000,5,18,1,"11066058,77000423,2131300",2019-03-09 07:43:18.500708,11.066058,77.000423
0004a30b0020096f,-120,-2.5,868500000,5,19,1,"11066058,77000423,2131300",2019-03-09 07:43:22.663536,11.066058,77.000423
0004a30b0020096f,-115,0.3,868300000,5,20,1,"11066058,77000423,2131300",2019-03-09 07:43:39.114414,11.066058,77.000423
0004a30b0020096f,-103,8.3,868500000,5,1,1,"11066083,77000437,2135100",2019-03-09 07:43:52.302091,11.066083,77.000437
0004a30b0020096f,-102,8.3,868300000,5,2,1,"11066083,77000437,2135100",2019-03-09 07:43:56.469975,11.066083,77.000437
0004a30b0020096f,-105,8.3,868100000,5,2,1,"11066083,77000437,2135100",2019-03-09 07:44:02.790127,11.066083,77.000437
0004a30b0020096f,-102,9.5,868500000,4,3,1,"11066083,77000437,2135100",2019-03-09 07:44:13.070349,11.066083,77.000437
0004a30b0020096f,-115,2.8,868300000,5,4,1,"11066083,77000437,2135100",2019-03-09 07:44:21.301369,11.066083,77.000437
0004a30b0020096f,-114,1.3,868100000,5,5,1,"11066083,77000437,2135100",2019-03-09 07:44:29.600651,11.066083,77.000437
0004a30b0020096f,-113,1.3,868300000,5,6,1,"11066012,77000387,2143800",2019-03-09 07:44:43.529990,11.066012,77.000387
0004a30b0020096f,-119,2.5,868500000,5,6,1,"11066012,77000387,2143800",2019-03-09 07:44:58.155377,11.066012,77.000387
0004a30b0020096f,-115,1,868300000,4,7,1,"11066012,77000387,2143800",2019-03-09 07:45:12.530810,11.066012,77.000387
0004a30b0020096f,-110,4,868100000,5,8,1,"11066140,77000897,2152500",2019-03-09 07:45:26.343435,11.06614,77.000897
0004a30b0020096f,-117,-0.5,868500000,5,9,1,"11066140,77000897,2152500",2019-03-09 07:45:30.504283,11.06614,77.000897
0004a30b0020096f,-119,0.3,868500000,5,10,1,"11066140,77000897,2152500",2019-03-09 07:45:53.376933,11.06614,77.000897
0004a30b0020096f,-114,2.3,868300000,5,11,1,"11066140,77000897,2152500",2019-03-09 07:45:55.278167,11.06614,77.000897
0004a30b0020096f,-121,-7.3,868500000,4,12,1,"11066143,77000898,2161200",2019-03-09 07:46:24.009358,11.066143,77.000898
0004a30b0020096f,-102,8.8,868300000,5,13,1,"11066143,77000898,2161200",2019-03-09 07:46:44.454865,11.066143,77.000898
0004a30b0020096f,-108,2.8,868100000,5,14,1,"11066562,77001182,2165900",2019-03-09 07:47:04.521336,11.066562,77.001182
0004a30b0020096f,-121,-1.8,868500000,5,15,1,"11066562,77001182,2165900",2019-03-09 07:47:08.693030,11.066562,77.001182
0004a30b0020096f,-120,4.5,868500000,3,17,1,"11066562,77001182,2165900",2019-03-09 07:48:00.903330,11.066562,77.001182
0004a30b0020096f,-107,7.5,868300000,5,18,1,"11070312,77002365,2174600",2019-03-09 07:48:20.483807,11.070312,77.002365
0004a30b0020096f,-120,1.5,868500000,1,20,1,"11078512,77003542,2192000",2019-03-09 07:51:33.699945,11.078512,77.003542
0004a30b0020096f,-112,0,868500000,4,1,1,"11075100,77004302,3353209",2019-03-09 09:05:41.069912,11.0751,77.004302
0004a30b0020096f,-113,3,868100000,3,1,1,"11075100,77004302,3353209",2019-03-09 09:06:03.856381,11.0751,77.004302
0004a30b0020096f,-120,-3.5,868500000,3,2,1,"11075478,77002065,3361900",2019-03-09 09:06:23.661791,11.075478,77.002065
0004a30b0020096f,-119,-7,868500000,5,1,1,"11076873,76999813,3373300",2019-03-09 09:07:39.021985,11.076873,76.999813
0004a30b0020096f,-120,-6,868500000,2,2,1,"11075758,76985055,3470500",2019-03-09 09:19:11.770299,11.075758,76.985055
0004a30b0020096f,-118,-4.3,868300000,1,3,1,"11075775,76985045,3492500",2019-03-09 09:19:52.200309,11.075775,76.985045
0004a30b0020096f,-118,-6,868100000,1,4,1,"11075773,76985047,3501200",2019-03-09 09:20:14.318267,11.075773,76.985047
0004a30b0020096f,-117,-6,868300000,1,4,1,"11075773,76985047,3501200",2019-03-09 09:25:14.908381,11.075773,76.985047
0004a30b0020096f,-115,-2.8,868100000,4,5,1,"11069357,76986968,3554100",2019-03-09 09:25:42.378446,11.069357,76.986968
0004a30b0020096f,-118,-5,868100000,5,6,1,"11069338,76987165,3562800",2019-03-09 09:26:47.636308,11.069338,76.987165
0004a30b0020096f,-119,-0.8,868500000,5,7,1,"11069338,76987165,3562800",2019-03-09 09:27:06.597540,11.069338,76.987165
0004a30b0020096f,-120,-7.5,868500000,4,8,1,"11069338,76987165,3571500",2019-03-09 09:27:55.406781,11.069338,76.987165
0004a30b0020096f,-115,-9.3,868100000,4,9,1,"11069337,76987165,3580200",2019-03-09 09:28:28.196794,11.069337,76.987165
0004a30b0020096f,-118,-9.8,868500000,4,10,1,"11069337,76987165,3584900",2019-03-09 09:28:50.421149,11.069337,76.987165
